original_language,budget,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
en,23000000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
en,76000000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,88000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
en,1644736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,31500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
es,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,10000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
zh,12000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
en,18000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,90000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,6400000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
de,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
en,50000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,5000000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,3000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
en,12800000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
de,1000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,500000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,9000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,5000000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,65000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,132000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,4900000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,26000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fr,6000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
en,31000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
en,9000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,40000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,3700000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
en,70000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
en,28000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,15000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,9000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,9300000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,5000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
en,85000000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,21000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,24000000,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
en,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,11500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
en,50000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,90000000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
en,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
en,20000000,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
en,80000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,65000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,70000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,28000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,73000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
en,700000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,23000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,18000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,60000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,18000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,25000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,44000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
en,60000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
en,40000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
en,9500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
en,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,255000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,46000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,56000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,80000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,1200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
es,1800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,65000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,10000000,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
en,80000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,8500000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,17000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,6900000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,140000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,3000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,27000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,28000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,9000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,75000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,20000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,12000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,350000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,63000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,2500000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
en,500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,37000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,80000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,170000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,149000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
en,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,165000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,11000000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,300000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,450000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ru,25000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,14000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,44000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
en,7000000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
en,28000000,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
en,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
nl,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,7000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,30000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,4798235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,125000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,60000000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,22000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ja,5500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
en,137000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,7000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,36000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cn,23000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,90000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,145000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,35000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,75000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
fa,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,3500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,9000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
en,350000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
en,30000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,40000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,14350531,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,70000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,6000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,90000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,29000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
en,24000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,90000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,21000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,3000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ja,30000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,43000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,70000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,75000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,3500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,16000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,70000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,900000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,385907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,39000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,58000000,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,58000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
es,2000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
en,2000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
en,24000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,31000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,2000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,27000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
en,57000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,18000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,215000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vi,1300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,12500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
it,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,50000000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,21000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
en,250000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,45000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,52000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,6500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
es,1000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,75000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,60000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,4600000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,20000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
en,47000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
en,15500000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,17000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,50000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,4361898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,3000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,60000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,63000000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,60000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,70000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,200000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
en,52000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,15000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
en,6000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,6000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,40000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,80000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,1900000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,14000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,40000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,50000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,15000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
en,40000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,18000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,70000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
en,31000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
en,5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,66000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
en,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
en,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,65000000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,17000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,1200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,80000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
