original_language,budget,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,50000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da,3800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,700000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,55000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,160000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,100000000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,42000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,5000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,38000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
en,50000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
en,2883848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,38000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,92000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
en,12000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
en,26000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,12000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,900000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
fr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,1596010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,30000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,195000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ru,26000000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
en,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,22000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,4500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,3500000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,46000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,40000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,21000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,200000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,50000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
es,1300000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,80000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,60000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,950000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,40000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
en,50000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,75000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,130000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,17000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,30000000,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
en,20000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,25530000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,17000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fr,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,42000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,190000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,28000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,80000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,84000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
en,23000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,57000000,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
en,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
en,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,110000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,26000000,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,70000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,20000000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
en,63000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
en,25000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,32000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,85000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,57000000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,32000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,45000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2000000,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
en,13000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,110000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,40000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,4000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,185000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,35000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,58000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,21000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
zh,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
en,37000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
en,31000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,62000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,806948,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
el,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,16000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
da,14200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,32000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
en,3500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,60000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,90000000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,200000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,15000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,15000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,10000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,9500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,1700000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,28000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
en,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,12000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,3500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
en,26000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,47000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
fa,180000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,8000000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,28000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,27000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,65000000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
en,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,48000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
en,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,5000000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,27000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,12000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,31000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
en,110000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,45000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
en,45000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,180000000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,22700000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,1800000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,11000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
en,6500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,1500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,75000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,150000000,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
en,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,73000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,18000000,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,60000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,32000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,55000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,14000000,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
en,3716946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,14000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,55000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,120000000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,30000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,100000000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,49000000,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,87000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,50000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,60000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
en,18000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,23600000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,15000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,13000000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
en,40000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,14000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
en,5000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,155000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,910000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,140000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,175000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,60000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,90000000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
en,25000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
en,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,4400000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,9000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
en,150000000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,3500000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
en,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,150000000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,18000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,40000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,86000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,6000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,40000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,80000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
pt,3300000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,17000000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,41300000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
ja,16000000,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,2777000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,8200000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
en,30000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,7000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,95000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,10000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,32000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,32000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,48000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,15000000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
en,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,34000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,25000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
en,4500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,85000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,260000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,54000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
en,80000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,38000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
zh,65000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,30000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ko,11000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2100000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
